experiment_name,version,response
Experiment A,THE SICK ROSE,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}], '1': ['Suspense', 'Beauty', 'Uneasiness', 'Sadness']}"
Experiment A,A POISON TREE,"{'0': [2], '1': [2]}"
Experiment A,"Composed Upon Westminster Bridge, September 3, 1802",{'0': [2]}
Experiment A,The Rainbow,"{'0': [[{'line_number': 1, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 2, 'emotion1': 'Beauty/Joy', 'emotion2': None}, {'line_number': 3, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 4, 'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'line_number': 5, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 6, 'emotion1': 'Suspense', 'emotion2': None}, {'line_number': 7, 'emotion1': 'Uneasiness', 'emotion2': None}, {'line_number': 8, 'emotion1': 'Vitality', 'emotion2': None}]]}"
Experiment A,Grief,"{'0': [[{'line_number': 1, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 2, 'emotion1': 'Beauty/Joy', 'emotion2': None}, {'line_number': 3, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 4, 'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'line_number': 5, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 6, 'emotion1': 'Suspense', 'emotion2': None}, {'line_number': 7, 'emotion1': 'Uneasiness', 'emotion2': None}, {'line_number': 8, 'emotion1': 'Vitality', 'emotion2': None}, {'line_number': 9, 'emotion1': 'Annoyance', 'emotion2': None}]]}"
Experiment A,Sonnet XXIV,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,"AH, how sweet it is to love!","{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}], '2': [2], '3': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Nostalgia', 'emotion2': 'Sadness'}, {'emotion1': 'Sadness'}]}"
Experiment A,"A SONG FOR ST CECILIA ""S DAY","{'0': [], '1': [{'emotion1': 'Awe/Sublime', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}], '2': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}], '3': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '4': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '5': [1], '6': [{'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}]}"
Experiment A,MUTABILITY .,"{'0': [{'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '1': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '2': [1]}"
Experiment A,"John Anderson , My Jo","{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}]}"
Experiment A,Sonnet CXXIX,{'0': [1]}
Experiment A,The Passionate Pilgrim I .,"{'0': [[{'line_number': 1, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 2, 'emotion1': 'Beauty/Joy', 'emotion2': None}, {'line_number': 3, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 4, 'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'line_number': 5, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 6, 'emotion1': 'Suspense', 'emotion2': None}, {'line_number': 7, 'emotion1': 'Uneasiness', 'emotion2': None}, {'line_number': 8, 'emotion1': 'Vitality', 'emotion2': None}, {'line_number': 9, 'emotion1': 'Annoyance', 'emotion2': None}, {'line_number': 10, 'emotion1': 'Awe/Sublime', 'emotion2': 'Beauty/Joy'}, {'line_number': 11, 'emotion1': 'Humor', 'emotion2': 'Nostalgia'}, {'line_number': 12, 'emotion1': 'Sadness', 'emotion2': 'Nostalgia'}, {'line_number': 13, 'emotion1': 'Suspense', 'emotion2': 'Vitality'}, {'line_number': 14, 'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}]]}"
Experiment A,Crossing the Bar,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [2], '2': [1], '3': [2]}"
Experiment A,THE TYGER,"{'0': [{'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}], '1': [{'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}], '2': [2], '3': [{'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}], '4': [2], '5': [{'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}]}"
Experiment A,Leda and the Swan,"{'0': [2], '1': [4, 'Suspense', None], '2': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}]}"
Experiment A,THE CHARGE OF THE LIGHT BRIGADE .,"{'0': [30], '1': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}], '2': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}], '3': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '4': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': 'Suspense'}, {'emotion1': 'Vitality', 'emotion2': 'Suspense'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '5': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': 'Suspense'}, {'emotion1': 'Vitality', 'emotion2': 'Suspense'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,THE MYSTERY OF PAIN .,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '1': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Sadness'}, {'emotion1': 'Sadness', 'emotion2': None}]}"
Experiment A,I taste a liquor never brewed,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Vitality'}, {'emotion1': 'Beauty', 'emotion2': 'Vitality'}, {'emotion1': 'Beauty', 'emotion2': 'Vitality'}, {'emotion1': 'Beauty', 'emotion2': 'Vitality'}], '2': [2], '3': [2]}"
Experiment A,"Bright star, would I were stedfast as thou art-”",{'0': []}
Experiment A,On Seeing the Elgin Marbles”,"{'0': [[{'line_number': 1, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 2, 'emotion1': 'Beauty/Joy', 'emotion2': None}, {'line_number': 3, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 4, 'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'line_number': 5, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 6, 'emotion1': 'Suspense', 'emotion2': None}, {'line_number': 7, 'emotion1': 'Uneasiness', 'emotion2': None}, {'line_number': 8, 'emotion1': 'Vitality', 'emotion2': None}, {'line_number': 9, 'emotion1': 'Annoyance', 'emotion2': None}]]}"
Experiment A,The Banks O ’ Doon — Second Version,"{'0': [{'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}]}"
