experiment_name,version,response
Experiment A,THE SICK ROSE,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}], '1': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}]}"
Experiment A,A POISON TREE,"{'0': [{'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}], '1': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}]}"
Experiment A,"Composed Upon Westminster Bridge, September 3, 1802","{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}]}"
Experiment A,The Rainbow,{'0': [2]}
Experiment A,Grief,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,Sonnet XXIV,"{'0': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}]}"
Experiment A,"AH, how sweet it is to love!","{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}], '2': [2], '3': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Nostalgia', 'emotion2': 'Sadness'}, {'emotion1': 'Sadness'}]}"
Experiment A,"A SONG FOR ST CECILIA ""S DAY","{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}], '1': [{'emotion1': 'Awe/Sublime', 'emotion2': 'Sublime'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Sublime'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Sublime'}], '2': [2], '3': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '4': [2], '5': [2], '6': [{'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}]}"
Experiment A,MUTABILITY .,"{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Suspense'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '1': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '2': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}, {'emotion1': 'Sadness'}]}"
Experiment A,"John Anderson , My Jo","{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}]}"
Experiment A,Sonnet CXXIX,"{'0': [{'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}]}"
Experiment A,The Passionate Pilgrim I .,"{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Humor'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Humor'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}, {'emotion1': 'Suspense'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}]}"
Experiment A,Crossing the Bar,"{'0': [1], '1': [2], '2': [1], '3': [2]}"
Experiment A,THE TYGER,"{'0': [2], '1': [2], '2': [2], '3': [2], '4': [2], '5': [2]}"
Experiment A,Leda and the Swan,"{'0': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}], '1': [2], '2': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}]}"
Experiment A,THE CHARGE OF THE LIGHT BRIGADE .,"{'0': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}], '1': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Awe/Sublime'}], '2': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}], '3': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '4': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '5': [2]}"
Experiment A,THE MYSTERY OF PAIN .,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '1': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}]}"
Experiment A,I taste a liquor never brewed,"{'0': [2], '1': [2], '2': [2], '3': [2]}"
Experiment A,"Bright star, would I were stedfast as thou art-”","{'0': [{'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}]}"
Experiment A,On Seeing the Elgin Marbles”,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}]}"
Experiment A,The Banks O ’ Doon — Second Version,"{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness', 'emotion2': 'Nostalgia'}, {'emotion1': 'Sadness', 'emotion2': 'Nostalgia'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness', 'emotion2': 'Nostalgia'}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Nostalgia', 'emotion2': 'Sadness'}]}"
Experiment A,"A Man ""s A Man For A ’ That","{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Sadness'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}], '2': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '3': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '4': [2]}"
Experiment A,Morning at the Window,"{'0': [2], '1': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}]}"
