experiment_name,version,response
Experiment A,THE SICK ROSE,"{'0': [2], '1': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}]}"
Experiment A,A POISON TREE,"{'0': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}], '1': [{'emotion1': 'Annoyance', 'emotion2': 'Uneasiness'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Uneasiness'}]}"
Experiment A,"Composed Upon Westminster Bridge, September 3, 1802","{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,The Rainbow,{'0': [2]}
Experiment A,Grief,"{'0': [{'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Vitality'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Vitality'}]}"
Experiment A,Sonnet XXIV,{'0': [2]}
Experiment A,"AH, how sweet it is to love!","{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '2': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '3': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}]}"
Experiment A,"A SONG FOR ST CECILIA ""S DAY","{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}], '1': [{'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}], '2': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}], '3': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '4': [2], '5': [2], '6': [2]}"
Experiment A,MUTABILITY .,"{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Nostalgia'}], '2': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Calmness', 'emotion2': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}]}"
Experiment A,"John Anderson , My Jo","{'0': [2], '1': [2]}"
Experiment A,Sonnet CXXIX,"{'0': [{'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}]}"
Experiment A,The Passionate Pilgrim I .,"{'0': [{'emotion1': 'Annoyance', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Annoyance', 'emotion2': 'Humor'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Humor'}, {'emotion1': 'Annoyance', 'emotion2': 'Humor'}, {'emotion1': 'Annoyance', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Humor', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Humor'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Humor', 'emotion2': 'Vitality'}, {'emotion1': 'Humor', 'emotion2': 'Vitality'}]}"
Experiment A,Crossing the Bar,"{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '2': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality', 'emotion2': None}], '3': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,THE TYGER,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': 'Uneasiness'}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Uneasiness'}], '1': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Suspense'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': None}], '2': [{'emotion1': 'Suspense', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Suspense'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': None}], '3': [{'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}], '4': [1, 'Awe/Sublime', None], '5': [{'emotion1': 'Awe/Sublime', 'emotion2': 'Uneasiness'}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Suspense'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Uneasiness'}]}"
Experiment A,Leda and the Swan,"{'0': [2], '1': [2], '2': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}]}"
Experiment A,THE CHARGE OF THE LIGHT BRIGADE .,"{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '2': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '3': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '4': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '5': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,THE MYSTERY OF PAIN .,"{'0': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}], '1': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}]}"
Experiment A,I taste a liquor never brewed,"{'0': [{'emotion1': 'Annoyance', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Annoyance', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}], '1': [{'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Beauty/Joy'}], '2': [{'emotion1': 'Annoyance', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Annoyance', 'emotion2': 'Vitality'}, {'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}], '3': [{'emotion1': 'Awe/Sublime', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}]}"
Experiment A,"Bright star, would I were stedfast as thou art-”","{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,On Seeing the Elgin Marbles”,"{'0': [{'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Uneasiness', 'emotion2': 'Sadness'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}]}"
